"_","Id","IsDeleted","MasterRecordId","AccountId","IsPersonAccount","LastName","FirstName","Salutation","Name","RecordTypeId","OtherStreet","OtherCity","OtherState","OtherPostalCode","OtherCountry","OtherLatitude","OtherLongitude","OtherGeocodeAccuracy","OtherAddress","MailingStreet","MailingCity","MailingState","MailingPostalCode","MailingCountry","MailingLatitude","MailingLongitude","MailingGeocodeAccuracy","MailingAddress","MailingAddress.city","MailingAddress.country","MailingAddress.geocodeAccuracy","MailingAddress.latitude","MailingAddress.longitude","MailingAddress.postalCode","MailingAddress.state","MailingAddress.street","Phone","Fax","MobilePhone","HomePhone","OtherPhone","AssistantPhone","ReportsToId","Email","Title","Department","AssistantName","LeadSource","Birthdate","Description","CurrencyIsoCode","OwnerId","HasOptedOutOfEmail","HasOptedOutOfFax","DoNotCall","CanAllowPortalSelfReg","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastCURequestDate","LastCUUpdateDate","MayEdit","IsLocked","LastViewedDate","LastReferencedDate","EmailBouncedReason","EmailBouncedDate","IsEmailBounced","PhotoUrl","Jigsaw","JigsawContactId","IndividualId","MaritalStatus","Gender","DeceasedDate","SequenceInMultipleBirth","Pronouns","GenderIdentity","HasPrivacyHold","IsPriorityRecord","ContactSource","TitleType","DepartmentGroup","BuyerAttributes","EDY_ORGCUSTOM__DB__c","EDY_ORGCUSTOM__Old_Title__c","External_ID__c","SDO_PA_Inclusive_Preferred_Name__c","SDO_PA_Inclusive_Pronouns__c","SDO_PA_Inclusive_TDD_TTY__c","SDO_PA_Preferred_Contact_Channel__c","SDO_Cust360_CSAT__c","SDO_Cust360_ChurnRisk__c","SDO_Cust360_Contact_Picture_URL__c","SDO_Cust360_Id__c","SDO_Cust360_Metric1__c","SDO_Cust360_Metric2__c","SDO_PA_Year_of_Birth__c","SDO_Service_Month_of_Birth__c","SDO_Service_Primary_Messaging_User__c","SDO_Service_SMS_Message__c","Notes__c","SDO_SFS_Rider_BotContext__c","SDO_SFS_Rider_Enabled__c","SDO_SFS_Rider_ServiceTerritory__c","et4ae5__HasOptedOutOfMobile__c","et4ae5__Mobile_Country_Code__c","SDO_Certification_Level_c__c","pi__Needs_Score_Synced__c","pi__Pardot_Last_Scored_At__c","pi__campaign__c","pi__comments__c","pi__conversion_date__c","pi__conversion_object_name__c","pi__conversion_object_type__c","pi__created_date__c","pi__first_activity__c","pi__first_search_term__c","pi__first_search_type__c","pi__first_touch_url__c","pi__grade__c","pi__last_activity__c","pi__notes__c","pi__pardot_hard_bounced__c","pi__score__c","pi__url__c","pi__utm_campaign__c","pi__utm_content__c","pi__utm_medium__c","pi__utm_source__c","pi__utm_term__c","Ptnr_Onbd_Fmwk__Onboarding_Plan__c","Ptnr_Onbd_Fmwk__Onboarding_Start_Date__c","Ptnr_Onbd_Fmwk__Onboarding_Status__c","Ptnr_Onbd_Fmwk__Role_Function__c","SDO_MAPS_Dataset_Split__c","SDO_MAPS_Days_Since_Last_Visit__c","SDO_MAPS_Tag_Contact__c","SDO_MAPS_Value_Tier__c","SDO_SFS_Tracker_BotContext__c","SDO_SCOM_OOA_Access__c","SDO_SCOM_OOA_Approver__c","SDO_SCOM_OOA_Budget_Limit__c","Password__c","Username__c","OtherAddress.city","OtherAddress.country","OtherAddress.geocodeAccuracy","OtherAddress.latitude","OtherAddress.longitude","OtherAddress.postalCode","OtherAddress.state","OtherAddress.street"
"[Contact]","003Ka000043GpbHIAS","false","","","false","Blau","Bill","Mr.","Bill Blau","012Ka000001VufqIAC","","","","","","","","","","62 Chatham Pl","San Francisco","CA","94108","USA","37.790735","-122.40623","Block","[object Object]","San Francisco","USA","Block","37.790735","-122.40623","94108","CA","62 Chatham Pl","(867) 555-2951","","","","","","","bblau@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbHIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbbIAC","false","","","false","Friedman","Chris","Mr.","Chris Friedman","012Ka000001VufqIAC","","","","","","","","","","3418 Poplar Ave","Shelby","TN","38111","USA","35.128579","-89.947756","Block","[object Object]","Shelby","USA","Block","35.128579","-89.947756","38111","TN","3418 Poplar Ave","(227) 555-9079","","","","","","","cfriedman@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbbIAC","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbcIAC","false","","","false","Mcclure","Brenda","Dr.","Brenda Mcclure","012Ka000001VufqIAC","","","","","","","","","","3418 Poplar Ave","Shelby","TN","38111","USA","35.128579","-89.947756","Block","[object Object]","Shelby","USA","Block","35.128579","-89.947756","38111","TN","3418 Poplar Ave","(415) 555-4922","","","","","","","bmcclure@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbcIAC","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbdIAC","false","","","false","Green","Thomas","Mr.","Thomas Green","012Ka000001VufqIAC","","","","","","","","","","3418 Poplar Ave","Shelby","TN","38111","USA","35.128579","-89.947756","Block","[object Object]","Shelby","USA","Block","35.128579","-89.947756","38111","TN","3418 Poplar Ave","(639) 555-1713","","","","","","","tgreen@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbdIAC","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbeIAC","false","","","false","Hauck","Danielle","Ms","Danielle Hauck","012Ka000001VufqIAC","","","","","","","","","","3418 Poplar Ave","Shelby","TN","38111","USA","35.128579","-89.947756","Block","[object Object]","Shelby","USA","Block","35.128579","-89.947756","38111","TN","3418 Poplar Ave","(219) 555-1644","","","","","","","dhauck@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbeIAC","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbaIAC","false","","","false","Ishikawa","Steve","Mr.","Steve Ishikawa","012Ka000001VufqIAC","","","","","","","","","","3418 Poplar Ave","Shelby","TN","38111","USA","35.128579","-89.947756","Block","[object Object]","Shelby","USA","Block","35.128579","-89.947756","38111","TN","3418 Poplar Ave","(674) 555-7660","","","","","","","sishikawa@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbaIAC","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbfIAC","false","","","false","Mazzotta","George","Mr.","George Mazzotta","012Ka000001VufqIAC","","","","","","","","","","3418 Poplar Ave","Shelby","TN","38111","USA","35.128579","-89.947756","Block","[object Object]","Shelby","USA","Block","35.128579","-89.947756","38111","TN","3418 Poplar Ave","(520) 555-5807","","","","","","","gmazzotta@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbfIAC","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbJIAS","false","","","false","Blay","Jeff","Mr.","Jeff Blay","012Ka000001VufqIAC","","","","","","","","","","1678 50th Ave","Alameda","CA","94601","USA","37.771466","-122.207077","Block","[object Object]","Alameda","USA","Block","37.771466","-122.207077","94601","CA","1678 50th Ave","(487) 555-4995","","","","","","","jblay@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbJIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbKIAS","false","","","false","Jones","Lisa","Ms.","Lisa Jones","012Ka000001VufqIAC","","","","","","","","","","47 S Galapago St","Denver","CO","80223","USA","39.715792","-104.996561","Block","[object Object]","Denver","USA","Block","39.715792","-104.996561","80223","CO","47 S Galapago St","(904) 555-4358","","","","","","","ljones@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbKIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbIIAS","false","","","false","Reid","Ron","Mr.","Ron Reid","012Ka000001VufqIAC","","","","","","","","","","3262 47th St","San Diego","CA","92105","USA","32.739983","-117.093715","Block","[object Object]","San Diego","USA","Block","32.739983","-117.093715","92105","CA","3262 47th St","(935) 555-8160","","","","","","","rreid@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbIIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbLIAS","false","","","false","Rose","Derek","Mr.","Derek Rose","012Ka000001VufqIAC","","","","","","","","","","6805 15th Ave NW","King","WA","98117","USA","47.678348","-122.376985","Block","[object Object]","King","USA","Block","47.678348","-122.376985","98117","WA","6805 15th Ave NW","(575) 555-2613","","","","","","","drose@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbLIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbMIAS","false","","","false","Rossi","Laura","Ms.","Laura Rossi","012Ka000001VufqIAC","","","","","","","","","","Avenue de la Roseraie 64","Genève","","1205","Switzerland","46.19034804805471","6.148955380906249","Block","[object Object]","Genève","Switzerland","Block","46.19034804805471","6.148955380906249","1205","","Avenue de la Roseraie 64","(611) 555-1661","","","","","","","lrossi@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbMIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbOIAS","false","","","false","Brown","Barry","Mr.","Barry Brown","012Ka000001VufqIAC","","","","","","","","","","849 Stroman Corner","Orlando","Florida","","United States","","","","[object Object]","Orlando","United States","","","","","Florida","849 Stroman Corner","(319) 555-0197","","","","","","","bbrown@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbOIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
"[Contact]","003Ka000043GpbPIAS","false","","","false","Jeffries","Sarah","Ms.","Sarah Jeffries","012Ka000001VufqIAC","","","","","","","","","","5815 Fairview Pl N","King","WA","98109","USA","47.6303","-122.3457","Zip","[object Object]","King","USA","Zip","47.6303","-122.3457","98109","WA","5815 Fairview Pl N","(296) 555-7307","","","","","","","sjeffries@example.com","","","","","","","USD","005Ka000005rLzpIAE","false","false","false","false","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","005Ka000005rLzpIAE","2026-04-02T10:31:10.000+0000","","","","true","false","","","","","false","/services/images/photo/003Ka000043GpbPIAS","","","","","","","","","","false","false","","","","","false","","","","","false","","","","","","","","","","","","","","false","","false","US","","false","","","","","","","","","","","","","","","false","","","","","","","","","","Not Started","All","","","","","","","","","","","","","","","","","",""
